ID	gamma	gamma.97.5	gamma.2.5	gamma.stderr	t.half	t.fit	p.fit	name
AT3G25470	0.07	0.054	0.085	0.007	9.965	9.734	2.3e-08	AT3G25470
AT3G25480	0.132	0.082	0.183	0.024	5.243	5.536	3.6311e-05	STR4A
AT3G25500	0.46	0.364	0.556	0.045	1.508	10.105	1.3283e-08	FH1
AT3G25520	0.085	0.059	0.112	0.013	8.109	6.788	3.1675e-06	ATL5
AT3G25530	0.071	0.047	0.094	0.011	9.777	6.342	7.3674e-06	GLYR1
AT3G25540	0.482	0.379	0.584	0.048	1.439	9.938	1.7e-08	LAG1
AT3G25545	0.426	0.328	0.524	0.046	1.628	9.161	5.5065e-08	AT3G25545
AT3G25560	0.19	0.092	0.289	0.047	3.645	4.073	0.00079113	NIK2
AT3G25580	0.241	0.177	0.304	0.03	2.879	8.02	3.529e-07	AT3G25580
AT3G25585	0.088	0.058	0.118	0.014	7.898	6.154	1.0599e-05	AAPT2
AT3G25600	0.296	0.213	0.38	0.039	2.338	7.51	8.5292e-07	CML16
AT3G25610	0.246	0.196	0.296	0.024	2.819	10.397	8.7298e-09	ALA10
AT3G25620	0.283	0.226	0.339	0.027	2.452	10.534	7.1836e-09	ABCG21
AT3G25640	1.288	0.793	1.783	0.235	0.538	5.489	3.9906e-05	AT3G25640
AT3G25660	0.075	0.058	0.092	0.008	9.206	9.31	4.3663e-08	GATA
AT3G25680	0.197	0.146	0.247	0.024	3.524	8.22	2.5171e-07	AT3G25680
AT3G25690	0.159	0.111	0.208	0.023	4.354	6.907	2.5374e-06	CHUP1
AT3G25730	0.81	0.523	1.097	0.136	0.856	5.962	1.545e-05	ARF14
AT3G25740	0.088	0.051	0.125	0.018	7.861	5.004	0.00010874	MAP1C
AT3G25780	0.113	-0.009	0.235	0.058	6.116	1.967	0.066731	AOC3
AT3G25800	0.08	0.058	0.102	0.011	8.648	7.606	7.2035e-07	PP2AA2
AT3G25805	0.33	0.225	0.434	0.05	2.102	6.654	4.0653e-06	AT3G25805
AT3G25840	0.24	0.167	0.313	0.035	2.886	6.954	2.3263e-06	AT3G25840
AT3G25860	0.178	0.13	0.227	0.023	3.886	7.736	5.7426e-07	LTA2
AT3G25890	1.564	1.192	1.937	0.177	0.443	8.858	8.8724e-08	ERF119
AT3G25900	0.063	0.042	0.085	0.01	10.971	6.191	9.8664e-06	HMT-1
AT3G25920	0.086	0.069	0.103	0.008	8.056	10.428	8.3459e-09	RPL15
AT3G25940	0.24	0.16	0.32	0.038	2.887	6.327	7.5849e-06	AT3G25940
AT3G25970	0.257	0.125	0.39	0.063	2.694	4.09	0.00076229	PCMP-E46
AT3G25980	0.181	0.145	0.218	0.017	3.825	10.432	8.2964e-09	MAD2
AT3G25990	0.156	0.108	0.203	0.022	4.451	6.926	2.4494e-06	GT-4
AT3G26000	0.203	0.098	0.309	0.05	3.411	4.068	0.00080078	SKIP14
AT3G26020	0.311	0.217	0.406	0.045	2.227	6.934	2.4144e-06	B'ETA
AT3G26030	0.478	0.332	0.624	0.069	1.45	6.895	2.5937e-06	B'DELTA
AT3G26050	0.402	0.19	0.614	0.101	1.725	3.998	0.00093049	AT3G26050
AT3G26060	0.067	0.047	0.086	0.009	10.398	7.267	1.3157e-06	PRXQ
AT3G26085	0.19	0.132	0.248	0.028	3.642	6.906	2.5436e-06	AT3G26085
AT3G26090	0.322	0.236	0.409	0.041	2.15	7.839	4.81e-07	RGS1
AT3G26100	0.286	0.2	0.372	0.041	2.42	7.025	2.0411e-06	AT3G26100
AT3G26360	0.126	0.072	0.18	0.026	5.502	4.926	0.00012808	AT3G26360
AT3G26370	0.217	0.151	0.284	0.031	3.188	6.946	2.3594e-06	AT3G26370
AT3G26380	0.112	0.084	0.141	0.013	6.167	8.365	1.9772e-07	AT3G26380
AT3G26400	0.529	0.394	0.664	0.064	1.31	8.278	2.287e-07	EIF4B1
AT3G26410	0.281	0.217	0.344	0.03	2.469	9.284	4.5463e-08	TRM11
AT3G26480	0.157	0.098	0.217	0.028	4.407	5.584	3.2933e-05	AT3G26480
AT3G26510	0.094	0.002	0.186	0.043	7.369	2.166	0.045757	AT3G26510
AT3G26520	0.041	0.025	0.056	0.007	17.015	5.617	3.0769e-05	TIP1-2
AT3G26540	1.054	0.585	1.522	0.222	0.658	4.748	0.00018626	PCMP-A5
AT3G26560	0.502	0.404	0.6	0.047	1.38	10.793	5e-09	AT3G26560
AT3G26570	0.268	0.187	0.348	0.038	2.59	6.995	2.1567e-06	PHT2-1
AT3G26580	0.046	0.031	0.061	0.007	15.013	6.447	6.0228e-06	AT3G26580
AT3G26590	0.185	0.134	0.236	0.024	3.753	7.649	6.6842e-07	AT3G26590
AT3G26600	0.467	0.332	0.603	0.064	1.483	7.294	1.2538e-06	ARO4
AT3G26630	0.09	0.039	0.141	0.024	7.713	3.726	0.0016811	PCMP-A6
AT3G26640	0.221	0.165	0.276	0.026	3.143	8.425	1.7918e-07	LWD2
AT3G26650	0.068	0.05	0.086	0.009	10.195	7.784	5.2854e-07	GAPA1
AT3G26670	0.265	0.186	0.345	0.038	2.613	7.056	1.9304e-06	AT3G26670
AT3G26680	0.097	0.067	0.128	0.014	7.119	6.755	3.3645e-06	SNM1
AT3G26700	0.56	0.335	0.785	0.107	1.238	5.248	6.5445e-05	AT3G26700
AT3G26710	0.137	0.093	0.18	0.021	5.067	6.618	4.3522e-06	CCB1
AT3G26720	0.129	0.105	0.153	0.011	5.362	11.296	2.5237e-09	AT3G26720
AT3G26730	0.057	0.034	0.08	0.011	12.136	5.231	6.7743e-05	AT3G26730
AT3G26740	0.115	-0.008	0.238	0.058	6.022	1.978	0.065416	CCL
AT3G26750	0.177	0.13	0.225	0.022	3.907	7.942	4.0278e-07	AT3G26750
AT3G26760	0.141	0.092	0.191	0.023	4.91	6.036	1.337e-05	AT3G26760
AT3G26770	0.12	0.101	0.139	0.009	5.77	13.354	1.9284e-10	AT3G26770
AT3G26780	0.589	0.432	0.747	0.075	1.176	7.908	4.2691e-07	AT3G26780
AT3G26800	0.135	0.086	0.185	0.023	5.122	5.76	2.3078e-05	AT3G26800
AT3G26810	1.186	0.892	1.481	0.14	0.584	8.497	1.5926e-07	AFB2
AT3G26830	0.346	0.279	0.413	0.032	2.006	10.872	4.4858e-09	CYP71B15
AT3G26850	1.423	0.988	1.858	0.206	0.487	6.906	2.5434e-06	AT3G26850
AT3G26890	0.156	0.094	0.218	0.029	4.438	5.322	5.622e-05	AT3G26890
AT3G26900	0.101	0.077	0.125	0.011	6.887	8.884	8.5217e-08	SKL1
AT3G26910	0.244	0.191	0.297	0.025	2.841	9.8	2.0789e-08	AT3G26910
AT3G26935	0.116	0.077	0.154	0.018	5.982	6.352	7.2196e-06	PAT07
AT3G26950	0.312	0.229	0.395	0.039	2.221	7.935	4.0784e-07	AT3G26950
AT3G26980	0.102	0.08	0.125	0.011	6.771	9.663	2.5533e-08	MUB4
AT3G26980	0.082	0.065	0.1	0.008	8.423	9.94	1.6918e-08	MUB4
AT3G26990	0.186	0.069	0.303	0.055	3.729	3.349	0.0038017	AT3G26990
AT3G27010	0.474	0.335	0.613	0.066	1.462	7.197	1.4941e-06	TCP20
AT3G27020	0.136	0.099	0.174	0.018	5.08	7.713	5.9832e-07	YSL6
AT3G27050	0.066	0.049	0.084	0.008	10.467	7.922	4.1692e-07	AT3G27050
AT3G27060	0.758	0.657	0.86	0.048	0.914	15.8	1.3534e-11	TSO2
AT3G27080	0.388	0.274	0.502	0.054	1.788	7.177	1.5495e-06	TOM20-3
AT3G27090	0.139	0.101	0.176	0.018	5.004	7.823	4.9422e-07	AT3G27090
AT3G27100	0.121	0.088	0.154	0.016	5.712	7.784	5.2894e-07	SUS1
AT3G27110	0.247	0.166	0.328	0.038	2.807	6.422	6.3216e-06	AT3G27110
AT3G27120	0.15	0.091	0.209	0.028	4.611	5.363	5.1647e-05	AT3G27120
AT3G27130	0.12	0.1	0.139	0.009	5.793	13.136	2.4921e-10	AT3G27130
AT3G27160	0.048	0.026	0.07	0.01	14.406	4.618	0.00024555	GHS1
AT3G27180	0.341	0.234	0.449	0.051	2.03	6.686	3.8266e-06	AT3G27180
AT3G27190	0.103	0.077	0.129	0.012	6.721	8.268	2.3245e-07	UKL2
AT3G27210	0.164	0.12	0.208	0.021	4.217	7.903	4.3046e-07	Y-2
AT3G27220	1.028	0.913	1.143	0.054	0.674	18.869	7.7346e-13	AT3G27220
AT3G27230	0.309	0.219	0.399	0.043	2.246	7.233	1.4003e-06	AT3G27230
AT3G27240	0.048	0.034	0.063	0.007	14.341	6.883	2.6529e-06	CYC11
AT3G27260	0.191	0.154	0.227	0.017	3.639	11.093	3.3142e-09	GTE8
AT3G27280	0.061	0.045	0.076	0.007	11.429	8.444	1.7374e-07	PHB4
AT3G27290	0.351	0.239	0.463	0.053	1.973	6.62	4.3396e-06	AT3G27290
AT3G27300	0.12	0.089	0.15	0.014	5.788	8.282	2.27e-07	ACG9
AT3G27310	0.135	0.099	0.17	0.017	5.15	8.043	3.3928e-07	PUX1
AT3G27320	0.917	0.722	1.112	0.092	0.756	9.937	1.7e-08	CXE11
AT3G27325	0.242	0.168	0.316	0.035	2.86	6.902	2.5635e-06	AT3G27325
AT3G27330	0.318	0.254	0.383	0.031	2.176	10.345	9.3973e-09	AT3G27330
AT3G27340	0.02	0.007	0.034	0.006	33.971	3.198	0.0052668	AT3G27340
AT3G27350	0.538	0.382	0.694	0.074	1.289	7.265	1.321e-06	AT3G27350
AT3G27360	0.193	0.132	0.253	0.029	3.6	6.664	3.9912e-06	HTR2
AT3G27380	0.064	0.05	0.079	0.007	10.776	9.567	2.9499e-08	SDH2-1
AT3G27390	0.122	0.088	0.157	0.016	5.66	7.537	8.1407e-07	AT3G27390
AT3G27400	1.017	0.779	1.254	0.112	0.682	9.038	6.6772e-08	AT3G27400
AT3G27420	0.16	0.093	0.227	0.032	4.341	5.041	0.00010053	AT3G27420
AT3G27430	0.065	0.043	0.087	0.01	10.674	6.202	9.655e-06	PBB1
AT3G27470	0.249	0.137	0.361	0.053	2.78	4.699	0.00020668	AT3G27470
AT3G27473	0.588	0.444	0.732	0.068	1.178	8.629	1.2826e-07	AT3G27473
AT3G27520	0.823	0.618	1.029	0.097	0.842	8.447	1.7281e-07	AT3G27520
AT3G27530	0.16	0.126	0.194	0.016	4.333	10.012	1.5224e-08	GC6
AT3G27540	0.206	0.071	0.342	0.064	3.364	3.209	0.0051505	AT3G27540
AT3G27550	0.268	0.175	0.36	0.044	2.59	6.088	1.2069e-05	AT3G27550
AT3G27560	0.132	0.056	0.208	0.036	5.258	3.662	0.0019298	ATN1
AT3G27570	0.395	0.292	0.497	0.049	1.756	8.127	2.9438e-07	AT3G27570
AT3G27580	0.262	0.137	0.386	0.059	2.651	4.428	0.00036828	D6PKL3
AT3G27610	0.072	0.057	0.086	0.007	9.686	10.448	8.1172e-09	AT3G27610
AT3G27620	0.531	0.352	0.71	0.085	1.305	6.254	8.7318e-06	AOX1C
AT3G27640	0.714	0.527	0.901	0.089	0.971	8.066	3.2651e-07	AT3G27640
AT3G27670	0.383	0.3	0.466	0.039	1.809	9.758	2.2137e-08	RST1
AT3G27700	0.174	0.124	0.223	0.023	3.988	7.422	9.9791e-07	AT3G27700
AT3G27730	0.145	0.083	0.206	0.029	4.791	4.966	0.00011775	MER3
AT3G27740	0.122	0.08	0.165	0.02	5.675	6.047	1.3062e-05	CARA
AT3G27770	0.159	0.117	0.201	0.02	4.35	8.011	3.5811e-07	AT3G27770
AT3G27820	0.079	0.06	0.099	0.009	8.724	8.748	1.0593e-07	ATMDAR4
AT3G27880	0.131	-0.022	0.284	0.072	5.285	1.817	0.087985	AT3G27880
AT3G27890	0.041	0.028	0.054	0.006	16.967	6.461	5.8656e-06	NQR
AT3G27925	0.119	0.098	0.14	0.01	5.832	12.1	8.8643e-10	DEGP1
AT3G27930	0.164	0.125	0.204	0.019	4.218	8.788	9.9338e-08	AT3G27930
AT3G27960	0.245	0.169	0.32	0.036	2.833	6.843	2.8588e-06	AT3G27960
AT3G28050	0.331	0.167	0.496	0.078	2.091	4.246	0.00054456	AT3G28050
AT3G28140	0.45	0.288	0.612	0.077	1.54	5.86	1.8927e-05	AT3G28140
AT3G28150	0.156	0.073	0.238	0.039	4.456	3.986	0.00095679	AXY4L
AT3G28180	0.206	0.109	0.303	0.046	3.359	4.514	0.0003534	CSLC4
AT3G28200	0.372	0.269	0.475	0.049	1.861	7.628	6.932e-07	PER31
AT3G28210	0.239	0.089	0.389	0.071	2.904	3.374	0.0038632	SAP12
AT3G28330	0.431	0.315	0.548	0.055	1.607	7.812	5.0419e-07	AT3G28330
AT3G28340	0.306	0.138	0.475	0.08	2.262	3.851	0.001413	GATL10
AT3G28390	0.722	0.567	0.878	0.074	0.96	9.795	2.1e-08	ABCB18
AT3G28420	3.193	2.101	4.285	0.518	0.217	6.168	1.0309e-05	AT3G28420
AT3G28430	0.421	0.279	0.563	0.067	1.647	6.249	8.8078e-06	AT3G28430
AT3G28450	0.102	0.07	0.134	0.015	6.812	6.728	3.5381e-06	AT3G28450
AT3G28460	0.29	0.214	0.366	0.036	2.392	8.031	3.4633e-07	AT3G28460
AT3G28480	0.139	0.104	0.174	0.017	4.993	8.303	2.192e-07	P4H7
AT3G28500	0.044	0.029	0.058	0.007	15.917	6.185	9.9763e-06	RPP2C
AT3G28580	0.173	0.124	0.223	0.024	3.998	7.36	1.1138e-06	AT3G28580
AT3G28670	0.207	0.159	0.254	0.022	3.354	9.233	4.9222e-08	AT3G28670
AT3G28690	0.461	0.338	0.585	0.059	1.503	7.884	4.4515e-07	AT3G28690
AT3G28700	0.122	0.099	0.144	0.01	5.705	11.644	1.5925e-09	AT3G28700
AT3G28720	0.611	0.461	0.76	0.071	1.135	8.635	1.27e-07	AT3G28720
AT3G28730	0.107	0.083	0.131	0.011	6.483	9.383	3.905e-08	SSRP1
AT3G28850	0.493	0.339	0.646	0.073	1.407	6.782	3.2017e-06	AT3G28850
AT3G28900	0.144	0.099	0.189	0.021	4.812	6.73	3.5276e-06	RPL34C
AT3G28930	0.096	0.068	0.124	0.013	7.189	7.27	1.3086e-06	AIG2
AT3G28940	0.075	0.053	0.096	0.01	9.284	7.307	1.2256e-06	AT3G28940
AT3G28950	0.112	0.074	0.149	0.018	6.214	6.319	7.706e-06	AT3G28950
AT3G28970	0.338	0.282	0.395	0.027	2.048	12.604	4.7315e-10	AAR3
AT3G29010	0.317	0.233	0.401	0.04	2.185	7.973	3.8187e-07	AT3G29010
AT3G29075	0.113	0.075	0.151	0.018	6.147	6.294	8.0746e-06	AT3G29075
AT3G29090	0.104	0.072	0.136	0.015	6.642	6.864	2.7488e-06	PME31
AT3G29100	0.464	0.29	0.639	0.083	1.493	5.615	3.0932e-05	VTI13
AT3G29130	0.39	0.24	0.54	0.071	1.777	5.5	3.9043e-05	AT3G29130
AT3G29160	0.136	0.096	0.176	0.019	5.102	7.158	1.6017e-06	KIN11
AT3G29170	0.191	0.146	0.235	0.021	3.638	8.968	7.4531e-08	AT3G29170
AT3G29180	0.057	0.039	0.074	0.008	12.183	6.891	2.6135e-06	AT3G29180
AT3G29185	0.356	0.261	0.451	0.045	1.948	7.909	4.2627e-07	AT3G29185
AT3G29200	0.298	0.229	0.368	0.033	2.324	9.055	6.4936e-08	CM1
AT3G29210	0.566	0.442	0.69	0.059	1.225	9.619	2.7297e-08	AT3G29210
AT3G29220	0.155	-0.057	0.367	0.1	4.478	1.549	0.14101	AT3G29220
AT3G29230	0.873	0.724	1.022	0.071	0.794	12.376	6.2644e-10	PCMP-E27
AT3G29240	0.107	0.016	0.199	0.043	6.458	2.492	0.024082	AT3G29240
AT3G29270	0.107	0.077	0.138	0.014	6.476	7.398	1.0414e-06	AT3G29270
AT3G29280	0.064	0.046	0.083	0.009	10.78	7.267	1.3171e-06	AT3G29280
AT3G29290	0.406	0.264	0.547	0.067	1.709	6.036	1.3366e-05	EMB2076
AT3G29310	0.332	0.276	0.387	0.026	2.09	12.637	4.5422e-10	BAG1
AT3G29320	0.081	0.055	0.107	0.012	8.549	6.561	4.8497e-06	PHS1
AT3G29350	0.072	0.058	0.085	0.006	9.68	11.232	2.7504e-09	AHP2
AT3G29360	0.245	0.178	0.313	0.032	2.826	7.674	6.4005e-07	UGD2
AT3G29375	0.841	0.655	1.027	0.088	0.824	9.551	3.0234e-08	AT3G29375
AT3G29390	0.166	0.121	0.211	0.021	4.183	7.786	5.27e-07	RIK
AT3G29400	0.546	0.393	0.699	0.073	1.269	7.526	8.3047e-07	ATEXO70E1
AT3G29410	0.19	0.137	0.244	0.025	3.639	7.476	9.0634e-07	TPS25
AT3G29610	0.051	0.033	0.07	0.009	13.486	5.938	1.6203e-05	AT3G29610
AT3G29650	0.221	0.143	0.299	0.037	3.136	5.958	1.5572e-05	AT3G29650
AT3G29660	0.135	0.09	0.18	0.021	5.123	6.347	7.2936e-06	AT3G29660
AT3G29760	0.385	0.297	0.474	0.042	1.798	9.211	5.0896e-08	AT3G29760
AT3G29810	0.061	0.045	0.077	0.008	11.326	8.09	3.1315e-07	COBL3
AT3G29970	0.197	0.173	0.222	0.012	3.512	16.804	5.0433e-12	AT3G29970
AT3G30160	0.369	0.233	0.504	0.064	1.879	5.739	2.4097e-05	AT3G30160
AT3G30300	0.319	0.232	0.406	0.041	2.174	7.709	6.024e-07	AT3G30300
AT3G30360	0.356	0.208	0.504	0.07	1.949	5.066	9.5457e-05	AT3G30360
AT3G30380	0.388	0.289	0.487	0.047	1.787	8.243	2.4211e-07	AT3G30380
AT3G30390	0.076	0.054	0.098	0.011	9.155	7.193	1.5048e-06	AT3G30390
AT3G30396	0.108	0.086	0.131	0.011	6.414	10.135	1.2708e-08	AT3G30396
AT3G30440	0.77	0.648	0.892	0.058	0.9	13.34	1.9606e-10	AT3G30440
AT3G30450	0.908	0.712	1.104	0.093	0.763	9.779	2.1467e-08	AT3G30450
AT3G30720	0.071	0.034	0.108	0.018	9.778	4.031	0.00096702	QQS
AT3G30775	0.11	0.055	0.164	0.026	6.326	4.294	0.00055784	POX1
AT3G30843	0.066	0.025	0.107	0.019	10.43	3.422	0.0032463	AT3G30843
AT3G32080	0.129	0.07	0.188	0.028	5.387	4.612	0.00028853	AT3G32080
AT3G32900	1.061	0.836	1.286	0.107	0.653	9.934	1.7069e-08	AT3G32900
AT3G32930	0.132	0.094	0.17	0.018	5.262	7.326	1.1831e-06	AT3G32930
AT3G32940	0.117	0.077	0.157	0.019	5.913	6.216	9.3894e-06	AT3G32940
AT3G33520	0.175	0.134	0.216	0.019	3.965	9.057	6.4806e-08	ARP6
AT3G33530	0.207	0.151	0.262	0.026	3.354	7.842	4.78e-07	AT3G33530
AT3G42050	0.055	0.043	0.068	0.006	12.533	9.426	3.6573e-08	VHA-H
AT3G42170	0.147	0.112	0.181	0.016	4.729	9.077	6.2805e-08	HAT
AT3G42630	0.323	0.245	0.4	0.037	2.149	8.748	1.0586e-07	AT3G42630
AT3G42640	0.539	0.405	0.672	0.063	1.287	8.482	1.6322e-07	AHA8
AT3G42660	0.179	0.141	0.216	0.018	3.881	10.043	1.4544e-08	AT3G42660
AT3G42725	0.163	0.136	0.191	0.013	4.246	12.572	4.9168e-10	AT3G42725
AT3G42790	0.105	0.085	0.124	0.009	6.612	11.313	2.4656e-09	AL3
AT3G42860	0.668	0.557	0.778	0.052	1.038	12.757	3.9252e-10	AT3G42860
AT3G42950	0.603	0.508	0.699	0.045	1.149	13.306	2.0403e-10	AT3G42950
AT3G43110	0.19	0.154	0.226	0.017	3.649	11.101	3.2792e-09	AT3G43110
AT3G43190	0.107	0.082	0.132	0.012	6.488	9.126	5.8131e-08	SUS4
AT3G43210	0.225	0.171	0.28	0.026	3.076	8.767	1.0271e-07	NACK2
AT3G43220	0.48	0.369	0.591	0.053	1.444	9.132	5.7556e-08	SAC3
AT3G43230	0.109	0.084	0.134	0.012	6.352	9.256	4.7465e-08	AT3G43230
AT3G43240	0.248	0.202	0.293	0.022	2.798	11.481	2e-09	ARID4
AT3G43250	0.135	-0.077	0.347	0.1	5.117	1.354	0.19446	AT3G43250
AT3G43300	0.127	0.102	0.151	0.012	5.468	10.9	4.3153e-09	ATMIN7
AT3G43310	0.543	0.244	0.842	0.142	1.277	3.827	0.0013482	AT3G43310
AT3G43430	0.139	0.024	0.253	0.054	4.988	2.573	0.020419	AT3G43430
AT3G43510	0.14	0.116	0.164	0.012	4.948	12.108	8.7751e-10	AT3G43510
AT3G43520	0.047	0.038	0.057	0.004	14.608	10.77	5.1616e-09	FAX2
AT3G43540	0.079	0.06	0.098	0.009	8.791	8.637	1.2676e-07	AT3G43540
AT3G43590	0.347	0.234	0.46	0.054	1.996	6.492	5.5322e-06	AT3G43590
AT3G43600	0.136	0.105	0.166	0.015	5.114	9.27	4.6466e-08	AAO2
AT3G43610	0.494	0.409	0.578	0.04	1.404	12.338	6.5725e-10	AT3G43610
AT3G43690	0.143	0.097	0.189	0.022	4.856	6.52	5.2419e-06	AT3G43690
AT3G43700	0.843	0.534	1.153	0.147	0.822	5.745	2.3812e-05	BPM6
AT3G43810	0.057	0.042	0.071	0.007	12.179	8.271	2.3129e-07	CAM7
AT3G43920	0.147	0.088	0.207	0.028	4.712	5.22	6.9348e-05	DCL3
AT3G44050	0.227	0.127	0.327	0.047	3.057	4.783	0.00017301	AT3G44050
AT3G44100	0.053	0.038	0.069	0.007	12.97	7.246	1.3667e-06	AT3G44100
AT3G44110	0.076	0.056	0.095	0.009	9.161	8.244	2.4171e-07	ATJ3
AT3G44140	0.106	0.066	0.146	0.019	6.53	5.615	3.0926e-05	AT3G44140
AT3G44190	0.044	0.016	0.073	0.013	15.681	3.287	0.0046462	AT3G44190
AT3G44200	0.12	0.068	0.172	0.025	5.773	4.863	0.00014599	NEK5
AT3G44260	0.572	0.329	0.814	0.115	1.213	4.98	0.00011422	CAF1-9
AT3G44280	0.298	0.223	0.373	0.036	2.325	8.378	1.9352e-07	AT3G44280
AT3G44320	0.036	0.008	0.064	0.013	19.333	2.701	0.015753	NIT3
AT3G44330	0.098	0.076	0.121	0.011	7.044	9.102	6.0332e-08	AT3G44330
AT3G44340	0.179	0.138	0.22	0.019	3.871	9.261	4.7157e-08	CEF
AT3G44370	0.149	0.099	0.198	0.024	4.668	6.276	8.3673e-06	ALB3L3
AT3G44380	0.495	0.371	0.618	0.059	1.401	8.448	1.7252e-07	AT3G44380
AT3G44410	0.258	0.14	0.376	0.056	2.687	4.622	0.00024337	AT3G44410
AT3G44480	0.102	0.065	0.139	0.018	6.811	5.761	2.3045e-05	RPP1
AT3G44510	0.301	0.166	0.436	0.064	2.303	4.705	0.0002042	AT3G44510
AT3G44520	0.21	0.126	0.294	0.04	3.297	5.293	5.9658e-05	AT3G44520
AT3G44530	0.387	0.258	0.516	0.061	1.791	6.347	7.2932e-06	HIRA
AT3G44590	0.212	0.153	0.271	0.028	3.267	7.614	7.1088e-07	RPP2D
AT3G44600	0.137	0.097	0.177	0.019	5.066	7.193	1.5034e-06	CYP71
AT3G44620	0.086	0.057	0.115	0.014	8.073	6.282	8.2635e-06	AT3G44620
AT3G44680	0.2	0.15	0.249	0.024	3.473	8.485	1.6239e-07	HDA9
AT3G44690	1.318	1.076	1.561	0.115	0.526	11.485	2e-09	AT3G44690
AT3G44720	0.182	0.086	0.277	0.045	3.814	4.042	0.00094507	ADT4
AT3G44730	0.144	0.088	0.2	0.026	4.806	5.459	4.2423e-05	KP1
AT3G44735	0.099	0.058	0.14	0.019	6.979	5.118	8.5722e-05	PSK6
AT3G44750	0.102	0.074	0.129	0.013	6.814	7.818	4.9856e-07	HDT1
AT3G44850	0.576	0.43	0.722	0.069	1.204	8.328	2.1046e-07	AT3G44850
AT3G44880	0.498	0.411	0.586	0.042	1.391	11.992	1e-09	PAO
AT3G44890	0.085	0.055	0.115	0.014	8.158	5.938	1.6195e-05	RPL9
AT3G44940	0.538	0.407	0.669	0.062	1.289	8.666	1.2094e-07	AT3G44940
AT3G44950	0.265	0.106	0.423	0.075	2.62	3.521	0.0026246	AT3G44950
AT3G45010	0.067	0.035	0.1	0.015	10.314	4.382	0.00040682	SCPL48
AT3G45040	0.068	0.047	0.089	0.01	10.196	6.706	3.6895e-06	AT3G45040
AT3G45050	0.111	0.054	0.169	0.027	6.218	4.061	0.00081293	AT3G45050
AT3G45090	0.473	0.368	0.577	0.049	1.467	9.547	3.0427e-08	AT3G45090
AT3G45100	0.122	0.083	0.16	0.018	5.696	6.687	3.8224e-06	SETH2
AT3G45190	0.104	0.068	0.14	0.017	6.672	6.065	1.263e-05	AT3G45190
AT3G45210	0.532	0.435	0.629	0.046	1.303	11.595	1.6994e-09	AT3G45210
AT3G45220	1.931	1.73	2.133	0.096	0.359	20.216	2.5105e-13	AT3G45220
AT3G45230	0.251	0.179	0.323	0.034	2.763	7.38	1.0743e-06	AT3G45230
AT3G45240	0.418	0.276	0.56	0.067	1.659	6.209	9.5188e-06	GRIK1
AT3G45300	0.133	0.097	0.169	0.017	5.223	7.749	5.6206e-07	IVD
AT3G45590	0.566	0.402	0.731	0.078	1.224	7.255	1.3463e-06	SEN1
AT3G45600	0.074	0.045	0.103	0.014	9.368	5.369	5.0981e-05	TET3
AT3G45620	0.441	0.356	0.526	0.04	1.572	10.996	3.7847e-09	AT3G45620
AT3G45630	0.563	0.429	0.696	0.063	1.232	8.907	8.2073e-08	AT3G45630
AT3G45640	0.106	0.054	0.159	0.025	6.518	4.321	0.00052671	MPK3
AT3G45740	0.133	0.087	0.179	0.022	5.204	6.074	1.2405e-05	AT3G45740
AT3G45750	1.061	0.698	1.424	0.172	0.653	6.164	1.0394e-05	AT3G45750
AT3G45770	0.059	0.043	0.075	0.008	11.804	7.674	6.4017e-07	AT3G45770
AT3G45830	0.247	0.192	0.303	0.026	2.801	9.44	3.5768e-08	AT3G45830
AT3G45850	0.114	0.091	0.138	0.011	6.059	10.108	1.3218e-08	AT3G45850
AT3G45880	0.253	0.156	0.349	0.046	2.744	5.51	3.8246e-05	AT3G45880
AT3G45900	0.341	0.256	0.426	0.04	2.031	8.477	1.6434e-07	AT3G45900
AT3G45960	0.208	0.009	0.406	0.094	3.34	2.218	0.041368	EXLA3
AT3G45980	0.091	0.073	0.109	0.009	7.618	10.616	6.4001e-09	H2B
AT3G46000	0.034	0.023	0.045	0.005	20.44	6.373	6.9412e-06	ADF2
AT3G46010	0.051	0.041	0.062	0.005	13.481	10.454	8e-09	ADF1
AT3G46020	0.194	0.133	0.254	0.029	3.581	6.78	3.2098e-06	AT3G46020
AT3G46030	0.125	0.106	0.144	0.009	5.532	13.829	1.1168e-10	HTB11
AT3G46040	0.049	0.035	0.063	0.007	14.03	7.462	9.3e-07	RPS15AD
AT3G46060	0.054	0.039	0.07	0.007	12.725	7.296	1.2487e-06	RABE1C
AT3G46100	0.264	0.201	0.328	0.03	2.621	8.825	9.3525e-08	ATHRS1
AT3G46110	0.451	0.325	0.577	0.06	1.538	7.56	7.8105e-07	AT3G46110
AT3G46180	1.015	0.652	1.379	0.172	0.683	5.891	1.7789e-05	UTR5
AT3G46200	0.077	0.049	0.104	0.013	9.057	5.955	1.5663e-05	NUDT9
AT3G46210	0.134	0.11	0.159	0.012	5.163	11.574	1.7465e-09	AT3G46210
AT3G46220	0.141	0.108	0.173	0.015	4.931	9.13	5.7751e-08	AT3G46220
AT3G46290	0.307	0.216	0.399	0.043	2.257	7.078	1.8533e-06	HERK1
AT3G46430	0.035	0.024	0.045	0.005	19.936	7.019	2.0659e-06	AT3G46430
AT3G46440	0.082	0.044	0.12	0.018	8.443	4.532	0.0002947	UXS5
